id,ret
233,"""手动打印模式是相机默认打印模式。将相机侧面的打印模式选择器切换到 MANUAL。<PIC>拍摄画面上会出现手动打印模式图标。<PIC>在该模式下，图像会先保存到内存中，之后可由用户选择并打印，而不是拍摄后立即打印。<PIC>如果希望拍摄后立即打印，则需要切换到 AUTO 自动打印模式。"", [""Manual29_33"", ""Manual29_34"", ""Manual29_35""]"
234,"""拍摄照片 本节介绍基本拍摄操作。 顺时针转动镜头环（电源开关）开机。<PIC>手持相机并确认最终图像的构图。<PIC>选择拍摄模式或进行图像效果设置。 半按快门对焦。 对焦成功：相机发出蜂鸣声，显示屏上出现绿色对焦框。 对焦失败：显示屏上出现红色对焦框。 更改构图或使用对焦锁定。 完全按下快门拍摄照片。 照片拍摄完成并保存到相机内存。 若打印模式设为自动打印模式，图像将被打印。 拍摄时，请双手持机，肘部抵住身体。 按下快门时，注意不要触碰镜头表面。 完全按下快门时，请轻按。 注意手指或肩带不要遮挡闪光灯、镜头或相纸出口。 光线不足时，拍摄可能会触发闪光灯。您可更改闪光灯设置关闭闪光。"", [""Manual29_36"", ""Manual29_37""]"
241,"""Before first use of the air fryer, remove all packing material, then remove any stickers or labels if they are present on the appliance. After unpacking, thoroughly clean the appliance before cooking for the first time, following the cleaning instructions in the manual. This preparation helps ensure that packaging residue, labels, and manufacturing dust are removed before food is placed in the appliance."", []"
242,"""Approval label of emission control certificate These labels are attached to each engine unit and to the inside of the engine compartment. (See page 56 for engine hood opening and closing procedures.)<PIC>1 Emission control information label<PIC>1 Emission control information label"", [""Manual09_6"", ""Manual09_7""]"
243,"""Before sailing, use the battery switches in their normal operating positions: turn the START and HOUSE switches to ON, and keep EMERG PARALLEL OFF. The battery compartment contains the start battery for engine starting and the house battery for accessory circuits such as lights, bilge pump, blowers, and audio system.<PIC>The switch assembly has the HOUSE switch, EMERG PARALLEL switch, and START switch.<PIC>Use the green ON position and red OFF position as shown.<PIC>If the start battery is discharged, turn EMERG PARALLEL ON only to start the engine; after the engine starts or the start battery is charged, turn EMERG PARALLEL back OFF. Do not turn HOUSE OFF while the boat is moored in the water because the anchor light would not work."", [""Manual09_42"", ""Manual09_43"", ""Manual09_44""]"
244,"""The boat steers by turning the steering wheel in the direction you want to travel. Turning the wheel changes the angle of the jet thrust nozzles at the rear of the craft, and the articulating keel follows that movement.<PIC>The illustration identifies the jet thrust nozzle and articulating keel.<PIC>Because jet thrust determines the speed and direction of a turn, keep the throttle open above idle when turning, except at trolling speed. The boat steers from the stern, so the stern swings opposite the turn direction; keep this in mind near docks, swimmers, wakeboarders, or other obstacles."", [""Manual09_52"", ""Manual09_53""]"
245,"""If an Over Temperature warning appears and the buzzer sounds, the engines are overheating and engine speed is automatically limited to help prevent damage. First reduce engine speed immediately, return to shore or move to a safe location, and treat the warning as an overheating condition.<PIC>Then check the cooling-water pilot outlets on the starboard side of the hull; their outlet position is shown in the figure.<PIC>Water should flow from the outlets while the engines are running, especially when throttle is applied. If no water comes out, cooling water may not be circulating, so do not continue running the engines until the cause is corrected."", [""Manual09_95"", ""Manual09_230""]"
246,"""To listen to music from your phone, use the boat's stereo receiver. Turn on the stereo receiver, then connect the phone through Bluetooth, the auxiliary input jack, or the USB terminal according to the stereo operation manual included with the boat.<PIC>The receiver is the main sound-system control point.<PIC>The auxiliary input jack and USB terminal are the physical connection points if you are not using Bluetooth."", [""Manual09_111"", ""Manual09_112""]"
247,"""Wet storage compartment The wet storage compartment is located under the swim platform. To open the wet storage compartment: (1) Pull the lock handle up. (2) Turn the lock handle clockwise, and then open the rear platform hatch.<PIC>1 Rear platform hatch 2 Lock handle<PIC>1 Wet storage compartment To close the wet storage compartment: (1) Close the rear platform hatch.(2) Turn the lock handle counterclockwise and make sure that the hatch is securely closed.(3) Push the lock handle down."", [""Manual09_143"", ""Manual09_144""]"
248,"""Battery compartment WARNING Do not carry any flammable substances in the compartment or any heavy or metal items that can damage the battery or cause a short circuit. Sparks or fire could result. The battery compartment is located on the port side of the boat at the stern. To open the battery compartment: Unhook the latch, and then open the battery compartment lid.<PIC>1 Battery compartment lid 2 Latch<PIC>1 1 Battery compartment To close the battery compartment: Close the battery compartment lid, and then hook the latch onto the deck."", [""Manual09_157"", ""Manual09_158""]"
249,"""Do not try to install the anchor light while the boat is moving; stop in a safe place and set it up before operating at night or in low visibility. For the 210FSH DELUXE, open the lockable storage compartment where the removable anchor light is stored.<PIC>Remove the anchor light from the anchor light holder.<PIC>Slide anchor light stoppers A and B apart to disconnect them.<PIC>Extend the pole and screw stopper A onto the center section of the pole.<PIC>Open the cap of the anchor-light socket, fit the protrusion on the light into the socket slot, and install the light into the socket.<PIC>Fit stopper B into the anchor-light socket so the pole is secured.<PIC>"", [""Manual09_161"", ""Manual09_162"", ""Manual09_163"", ""Manual09_164"", ""Manual09_165"", ""Manual09_166""]"
250,"""To use the jet wash, connect the coil hose to the hose fitting, start the engines, and push the jet wash switch.<PIC>The jet wash switch starts the water supply about 5 seconds after it is pushed.<PIC>Water flow has 3 levels; push the jet wash switch again to adjust the flow level.<PIC>Move the jet wash handle lever to discharge water.<PIC>To stop, push the jet wash switch, stop the engines, then push the collar on the hose fitting inward and disconnect the coil hose from the fitting.<PIC>"", [""Manual09_173"", ""Manual09_174"", ""Manual09_175"", ""Manual09_177"", ""Manual09_178""]"
251,"""Stop the engines before operating the boat's water-supply shut-off valve. Open the rear platform hatch and remove the inspection cover.<PIC>To turn the water supply on, turn the shut-off valve 90 degrees clockwise; to turn it off, turn the valve 90 degrees counterclockwise.<PIC>After adjustment, reinstall the inspection cover and close the rear platform hatch."", [""Manual09_179"", ""Manual09_180""]"
252,"""Removing the bimini top To remove the bimini top: (1) Store the bimini top. See “Storing the bimini top in the fully collapsed position”.(2) Remove the main pole mounting pins securing the bimini top to the main pole mounting brackets.<PIC>1 Main pole mounting pin (3) Remove the bimini top from the boat."", [""Manual09_193""]"
253,"""To install the bimini top for canopy use, use the bimini top as the T-top sunshade or rain cover for the leaning post.<PIC>Install it by reversing the removal procedure: position the bimini top on the boat, pull it back into place, secure the strap with the ratchet, and close the flap.<PIC>Make sure the strap/ratchet is secure and that the main pole mounting pins are fully installed in the main pole mounting brackets before using the canopy.<PIC>"", [""Manual09_182"", ""Manual09_183"", ""Manual09_184""]"
254,"""Storing the bimini top in the upright position NOTICE Do not trailer the boat with the bimini top in the fully extended or upright storage position. Put the bimini top in the fully collapsed position to avoid damage. To store the bimini top in the upright position: (1) Remove the lock pins, and then push the center poles down.<PIC>1 Center pole 2 Lock pin (2) Pull the bimini top toward the bow.<PIC>1 Bimini top (3) Install the storage cover. Storing the bimini top in the fully collapsed position To store the bimini top in the fully collapsed position: (1) Follow the above steps for “Storing the bimini top in the upright position”. (2) While supporting the bimini top, remove the lock pins securing the forward support poles to the forward support pole mounting brackets."", [""Manual09_189"", ""Manual09_190""]"
255,"""Do not check the engine oil while actively sailing. Move to a safe condition, keep the boat precisely level on land or launched as instructed, start the engine, and let it idle for at least 6 minutes; if the ambient temperature is 20 C (68 F) or lower, idle it for an additional 5 minutes. Then stop the engine, open the engine hood, remove the oil tank filler cap/dipstick, and wipe it clean.<PIC>Screw the cap back into the filler hole until it stops, remove it again, and confirm the oil level is between the minimum and maximum marks. If the oil is low, add enough engine oil to bring it to the proper level.<PIC>"", [""Manual09_196"", ""Manual09_197""]"
256,"""Bilge pump Your boat is equipped with a drainage system that channels water that enters the boat from the storage compartments to the bilge under the engine compartment. When the bilge pump switch is turned on, the bilge pump will operate.<PIC>1 Bilge pump switch Even if the bilge pump switch is not turned on, the bilge pump will detect when there is excessive water in the bilge and will automatically drain most of it through the bilge pump outlet. This function works automatically, even if the battery switches are turned to the off position.<PIC>1 Bilge pump outlet"", [""Manual09_201"", ""Manual09_202""]"
257,"""Check the navigation and anchor lights when the boat is stopped or in a safe pre-operation condition. For the 210FSH DELUXE, install the anchor light first. Push the upper side of the navigation and anchor lights switch and confirm that both the bow light and anchor light come on.<PIC>The switch location is shown in the illustration.<PIC>The bow-light check is shown for the 210FSH DELUXE.<PIC>The anchor-light check is shown for the applicable model.<PIC>Then push the lower side of the switch and confirm only the anchor light comes on; return the switch to the middle position and confirm both lights are off."", [""Manual09_223"", ""Manual09_224"", ""Manual09_225"", ""Manual09_226""]"
258,"""(1) Always make sure the boat is launched and used in waters that are free from weeds and debris, and at least 90 cm (3 ft) deep from the bottom of the boat.<PIC>(2) Turn the battery switch to the ON position. (3) Push the blower switch to operate the blowers and ventilate the engine compartment for at least 4 minutes.<PIC>(4) Attach the engine shut-off cord (lanyard) to your PFD and install the clip onto the engine shut-off switch.<PIC>(5) Put the remote control levers in the neutral position. (6) Turn the main switch keys to the start position and release them when the engines start.<PIC>"", [""Manual09_233"", ""Manual09_235"", ""Manual09_236"", ""Manual09_237""]"
259,"""To turn the boat, use both steering-wheel position and throttle. Do not pull the remote control levers back to idle when trying to steer away from an object, because you need throttle to steer. More throttle creates more jet thrust and a sharper turn.<PIC>Less throttle creates lower thrust and a more gradual turn.<PIC>At idle or neutral there is only minimum thrust, so steering response drops quickly above trolling speed; at trolling speed the boat can turn gradually with idle thrust.<PIC>"", [""Manual09_239"", ""Manual09_240"", ""Manual09_241""]"
260,"""When crossing wakes and swells, change your speed and choose the crossing angle before you reach them. A slower speed and quartering the wake, meaning crossing at an angle, usually reduces the jolt to you and the boat.<PIC>Be ready to steer and balance, because the boat may try to steer away from a wake or swell, especially at smaller crossing angles. Crossing a group of wakes is less smooth than crossing one wake, and sharp wakes give more jolt than broad swells.<PIC>"", [""Manual09_249"", ""Manual09_250""]"
261,"""To load the boat after the cruise: 1. Disconnect the trailer lights from the towing vehicle. 2. Back the trailer down the ramp close to 90 degrees to the shoreline, using an observer if possible, and stop when the tops of the trailer fenders are about 3 inches above the waterline. 3. At the slowest idle speed, guide the boat onto the support rails; use throttle only if necessary for steering. Avoid too much throttle, which can make the boat jump over the front of the trailer. 4. Center the boat on the support rails and ease it forward until the bow rests against the bow stop; do not use the winch line to pull the boat onto the trailer. 5. Attach and tighten the winch line, and use the chain along with the winch to secure the bow.<PIC>6. Pull the trailer up the ramp, attach bow and stern tie-downs, reconnect the trailer lights, and perform the post-operation checks.<PIC>"", [""Manual09_255"", ""Manual09_256""]"
262,"""Flushing the cooling system prevents salt, sand, and dirt from clogging the cooling passages. Connect the garden hose adapter to a garden hose.<PIC>Loosen and remove the flush-hose connector cap, then push and twist the garden-hose adapter into the flush-hose connector until it is secure.<PIC>Connect the hose to a water tap, make sure the area around the boat is clear, start the engine, and immediately turn the water fully on so water flows from the jet thrust nozzle and cooling-water pilot outlet. Run at fast idle for 3 to 5 minutes. Turn the water off, drain residual water by briefly moving the remote control lever between half throttle and idle, stop the engine, then remove the adapter and reinstall the cap. Never turn water on before the engine starts or leave water on after the engine stops."", [""Manual09_257"", ""Manual09_258""]"
263,"""For fuse replacement, use only a fuse with the recommended amperage; a higher-rated fuse can damage the electrical system or cause fire. Open the engine hood, unfasten the band, and remove the fuse box from the air filter case.<PIC>Push both sides of the fuse-box cover inward, pull the cover toward the bow, and remove it.<PIC>Use the fuse puller to replace the blown fuse with a spare fuse of the correct amperage; the fuse locations are shown in the diagram.<PIC>For the accessory fuse or bilge pump fuse, remove the fuse holder from the battery compartment, then reinstall the cover, fuse holder, fuse box, band, and engine hood after replacement.<PIC>"", [""Manual09_281"", ""Manual09_282"", ""Manual09_283"", ""Manual09_284""]"
264,"""To check the boat's engine oil level, keep the boat precisely level on land or launch it as instructed, start the engine, and idle it for at least 6 minutes; if the ambient temperature is 20 C (68 F) or lower, idle it for an additional 5 minutes. Stop the engine, open the engine hood, remove the oil tank filler cap/dipstick, and wipe it clean.<PIC>Screw the cap back into the filler hole until it stops, remove it again, and confirm that the oil level is between the minimum and maximum marks. Add oil if the level is below the proper range.<PIC>"", [""Manual09_196"", ""Manual09_197""]"
265,"""Energy Saving Mode is automatic: the coffee machine enters Power Off mode after 9 minutes of inactivity. To turn the machine back on, press either the Espresso or Lungo button.<PIC>To turn the machine off before automatic Power Off mode starts, press the Espresso and Lungo buttons at the same time.<PIC>"", [""Manual07_4"", ""Manual07_5""]"
266,"""To change the default Energy Saving Mode setting, start with the coffee machine turned off, then press and hold the Espresso button for 3 seconds.<PIC>The Espresso button will blink to show the current setting.<PIC>Press the Espresso button to cycle the setting: once for Power Off after 9 minutes, once more for Power Off after 30 minutes, and once more to deactivate automatic Power Off.<PIC>To exit Energy Saving Mode setting, press the Lungo button for 3 seconds.<PIC>"", [""Manual07_6"", ""Manual07_7"", ""Manual07_8"", ""Manual07_9""]"
267,"""To program the water volume, turn the machine on and wait until it is ready with steady lights.<PIC>Fill the water tank with potable water and insert a capsule.<PIC>Place a cup under the coffee outlet.<PIC>Press and hold the Espresso or Lungo button, then release it when the desired volume has been served. The water volume is then stored.<PIC>"", [""Manual07_24"", ""Manual07_25"", ""Manual07_26"", ""Manual07_27""]"
268,"""To empty the system before non-use, frost protection, or repair, note that the machine will be blocked for 10 minutes after emptying mode. Press both the Espresso and Lungo buttons to turn the machine off and enter emptying mode.<PIC>Remove the water tank and open the lever.<PIC>Press both the Espresso and Lungo buttons for 3 seconds; both LEDs blink alternately.<PIC>Close the lever, let the machine switch off automatically, then empty and clean the used capsule container and drip tray.<PIC>"", [""Manual07_28"", ""Manual07_29"", ""Manual07_30"", ""Manual07_31""]"
269,"""To reset to factory settings, make sure the machine is turned off, then press and hold the Lungo button for 5 seconds.<PIC>The LEDs blink quickly 3 times to confirm that factory settings have been restored.<PIC>After reset, the LEDs continue blinking normally while the machine heats up; steady lights mean the machine is ready.<PIC>"", [""Manual07_33"", ""Manual07_34"", ""Manual07_35""]"
270,"""For cleaning, unplug the machine first and never immerse the appliance or any part of it in water. Do not use strong cleaning agents, solvents, sharp objects, brushes, or abrasive tools, and do not place the machine in a dishwasher. Clean the coffee outlet regularly with a soft damp cloth.<PIC>The maintenance unit can be removed in separate pieces for easier cleaning.<PIC>"", [""Manual07_47"", ""Manual07_48""]"
271,"""The swim platform itself is a fixed stern platform; what opens for boarding is the ladder stored underneath it. Keep away from the swim-platform area while the engines are running because exhaust gases can collect underneath it.<PIC>To use the ladder, lift the end of the ladder to release it from the hooks on the boat.<PIC>Pull the ladder out completely, then lower it for boarding from the water.<PIC>To stow it, raise the ladder until horizontal, push it forward completely, and fit the end back onto the hooks.<PIC>"", [""Manual09_168"", ""Manual09_169"", ""Manual09_170"", ""Manual09_171""]"
272,"""Livewell The livewell for holding live bait and fish is located on the starboard side of the boat at the stern. To open the livewell: Pull the latch to open the livewell lid.<PIC>1 Livewell lid 2 Latch<PIC>1 Livewell To supply water to the livewell: (1) Push the livewell switch to turn on the livewell pump and supply water. (2) When there is sufficient water in the livewell, push the livewell switch to turn off the livewell pump. (3) If necessary, push the aerator switch to aerate and circulate the water in the livewell. (See page 52.)<PIC>1 Aerator switch 2 Livewell switch"", [""Manual09_153"", ""Manual09_154"", ""Manual09_155""]"
273,"""Maintenance setting screen This screen displays the number of hours that the engines have been running since the last maintenance.<PIC>After maintenance is performed, reset the number of hours of operation as follows. To reset the number of hours of operation: (1) Tap the “Reset” button.<PIC>1 “Reset” button (2) When the confirmation message appears, tap the “YES” button to reset the number of hours of operation."", [""Manual09_83"", ""Manual09_84""]"
274,"""Factory reset screen This screen can be used to reset the settings to their factory default settings.<PIC>To reset the settings: (1) Tap the “Reset” button.<PIC>1 “Reset” button (2) When the confirmation message appears, tap the “YES” button to reset the settings. TIP: To return to the factory reset screen without resetting the settings, tap the “NO” button.<PIC>1 “YES” button"", [""Manual09_87"", ""Manual09_88"", ""Manual09_89""]"
275,"""Trip screen: this screen displays engine-operation hours, fuel consumption, and other trip information. The screen includes the menu, scrollbar, and Reset button.<PIC>The menu displays four items at one time; use the scrollbar to move through the items.<PIC>To reset one item, touch and hold that item for several seconds. To reset all display items, tap the Reset button. Items marked as non-resettable cannot be reset."", [""Manual09_69"", ""Manual09_70""]"
276,"""To make the boat move forward, start from neutral with the engines running and move the remote control levers forward. At slow speed, the shift gates lift slightly from neutral and the thrust directional enhancer directs jet thrust downward for better low-speed handling.<PIC>The TDE and shift-gate positions are shown in the diagrams.<PIC>When the levers are moved farther forward, the shift gates lift fully and all jet thrust is directed to the rear, which moves the boat forward.<PIC>Advance the levers smoothly and keep both engines at matching speed for normal cruising."", [""Manual09_48"", ""Manual09_49"", ""Manual09_50""]"
277,"""Steering system check: make sure the steering wheel is not loose and has no free play, either in-and-out or in rotation. Turn the wheel fully right and left to confirm smooth, unrestricted operation through the whole range; the steering-wheel check is shown in the first figure.<PIC>Both jet thrust nozzles should change direction as the wheel turns: to starboard when turned right and to port when turned left. There should be no free play between the steering wheel and the jet thrust nozzles, and the articulating keel should move with the nozzles; the nozzle and keel movement are shown in the second figure.<PIC>"", [""Manual09_206"", ""Manual09_207""]"
278,"""Store one fire extinguisher in the lockable storage compartment; the recommended extinguisher for this location is a chemical type with a capacity of two pounds or more.<PIC>If carrying a second extinguisher, mount it in the battery compartment at the labeled location. The extinguisher near the engine compartment should be a clean-agent type, such as CO2 or FE-36, with a capacity of five pounds or more.<PIC>"", [""Manual09_211"", ""Manual09_212""]"
279,"""To care for the boat's throttle cable, grease the throttle-cable inner wires at the pulley wheel of the APS as shown. Turn off the engines before maintenance, apply only a thin, appropriate coat of grease, and have a dealer or qualified mechanic handle the work if you are not familiar with servicing this area.<PIC>"", [""Manual09_263""]"
280,"""To charge the camera battery with the CB-5L charger, connect the power cord to the charger and plug it into the power outlet. Recharging starts automatically and the red lamp blinks. A fully exhausted BP-511A or BP-514 takes about 100 minutes; BP-511 or BP-512 takes about 90 minutes.<PIC>The numbers and markings on the charger correspond to the charging table.<PIC>Do not recharge battery packs other than BP-511A, BP-514, BP-511, or BP-512. If the camera will not be used for a long time, remove the battery and attach the protective cover to prevent shorting. After the red lamp lights, continue charging for about one hour for a full charge, then detach the battery and unplug the power cord."", [""Manual10_13"", ""Manual10_14""]"
281,"""To install the camera battery, load a fully charged BP-511A battery pack. Open the battery compartment cover by sliding the lever as shown.<PIC>Insert the battery with the contacts pointed downward until it locks into place.<PIC>Close the cover and press it until it snaps shut.<PIC>"", [""Manual10_16"", ""Camera_09"", ""Camera_10""]"
282,"""To use a household power outlet, use the optional AC Adapter Kit ACK-E2 so the camera can run without relying on battery level. Connect the DC Coupler plug to the AC adapter socket.<PIC>Connect the power cord to the AC adapter and plug it into a power outlet; unplug it from the outlet when finished.<PIC>Place the cord carefully in the groove without damaging it.<PIC>Then insert the DC Coupler into the battery compartment and route the cord through the notch before closing the cover."", [""Camera_14"", ""Camera_15"", ""Manual10_19""]"
283,"""To mount a lens, remove the rear lens cap and the camera body cap by turning them in the direction shown.<PIC>Attach the lens by aligning the EF-S lens with the white EF-S lens mount index and turning it until it clicks; for other EF lenses, align with the red EF lens index mark.<PIC>Set the lens focus mode switch to AF; if it is not set to AF, autofocus will not work. Then remove the front lens cap.<PIC>"", [""Manual10_21"", ""Manual10_22"", ""Manual10_23""]"
284,"""To install the CF card, slide the cover in the direction shown to open it.<PIC>Insert the CF card with the label side facing you and the end with the small holes going into the camera; inserting it the wrong way can damage the camera.<PIC>When the card is fully inserted, the CF card eject button pops out. Close the cover and slide it until it snaps shut.<PIC>After the camera turns on, the remaining shot count is displayed on the LCD panel.<PIC>"", [""Manual10_25"", ""Manual10_26"", ""Manual10_27"", ""Manual10_28""]"
285,"""The manual does not provide a procedure for removing the camera shutter button, so it should not be treated as a user-serviceable part. What the manual explains is how the shutter button works: pressing it halfway activates autofocus and automatic exposure, and displays the exposure setting in the viewfinder and on the top LCD panel.<PIC>Pressing it completely releases the shutter and takes the picture. To avoid camera shake, hold the camera steady, place your fingertip on the shutter button, and press gently.<PIC>"", [""Manual10_30"", ""Manual10_31""]"
286,"""Replacing the Date/Time Battery: the date/time back-up battery maintains the camera's date and time and lasts about 5 years. If the date/time resets after battery replacement, replace it with a new CR2016 lithium battery. Turn the power switch to OFF, open the cover, remove the main battery, and take out the date/time battery holder.<PIC>The holder removal is shown in the next illustration.<PIC>Put the new battery into the holder with the correct + and - orientation.<PIC>Close the cover, then set the correct date and time again because the setting is reset.<PIC>"", [""Manual10_46"", ""Manual10_47"", ""Manual10_48"", ""Manual10_49""]"
287,"""To set an off-center subject mode, use focus lock. Set the Mode Dial to a Creative Zone mode, select the desired AF point, move the AF point over the subject, and press the shutter button halfway to focus.<PIC>Keep the shutter button pressed halfway, recompose the picture as desired, and then take the picture.<PIC>Focus lock works only in One-Shot AF mode; it does not work in AI Servo AF or AI Focus AF set to Servo mode."", [""Manual10_106"", ""Manual10_107""]"
288,"""Use the eyepiece cover during self-timer or remote-switch shooting when your eye is not covering the viewfinder, because stray light entering the eyepiece can affect exposure. Remove the eyecup by pushing it upward from the bottom.<PIC>Attach the eyepiece cover by sliding it down into the eyepiece groove.<PIC>"", [""Manual10_154"", ""Manual10_155""]"
289,"""To select the AF mode before shooting, look at the LCD panel and turn the AF mode dial/control until the desired mode is shown. One-Shot AF is for still subjects, AI Focus AF switches automatically when subject movement changes, and AI Servo AF is for moving subjects.<PIC>If an extender is attached and the maximum aperture is too small, AF may not be available; check the extender instructions for details."", [""Camera_31""]"
290,"""P program AE is a general-purpose shooting mode where the camera automatically sets shutter speed and aperture for the subject brightness; P stands for Program and AE stands for Auto Exposure.<PIC>Set the Mode Dial to P.<PIC>Focus the subject by aiming an AF point over it and pressing the shutter button halfway.<PIC>Check that shutter speed and aperture are displayed and not blinking, then take the picture.<PIC>"", [""Manual10_115"", ""Manual10_116"", ""Manual10_117"", ""Manual10_118""]"
291,"""To view camera images on a TV, open the camera terminal cover and use the supplied video cable to connect the camera terminal to the TV monitor's VIDEO IN terminal. Insert the plug fully, then turn on the TV and switch it to Video IN.<PIC>Turn the camera switch to ON and press the playback button; the image appears on the TV screen and nothing is shown on the camera LCD monitor. When finished, turn off the camera and TV, then disconnect the video cable.<PIC>If the image is not displayed properly, set the correct video system format in the camera menu."", [""Manual10_182"", ""Manual10_183""]"
292,"""To erase a single image, first display the image you want to delete and press the erase button.<PIC>Turn the dial to select the image, press the erase button again to display the erase menu at the bottom of the screen, and choose [Erase].<PIC>Press SET to confirm; the access lamp blinks and the image is erased. Repeat the same operation for any other images you want to delete.<PIC>"", [""Manual10_184"", ""Manual10_185"", ""Manual10_186""]"
293,"""To erase all images from the camera: 1. Display an image, then press the erase button to open the erase menu at the bottom of the screen.<PIC>2. Turn the dial to select [All], then press SET; the confirmation dialog appears.<PIC>3. Turn the dial to select [OK], then press SET. All unprotected images are erased. While images are being erased, you can cancel the erasure by pressing SET.<PIC>Protected images are not erased by this operation; formatting the CF card erases everything on the card."", [""Camera_58"", ""Camera_59"", ""Manual10_187""]"
294,"""For CP Direct/direct printing, connect the camera directly to a compatible printer and print images from the CF card; the procedure is performed through the camera's LCD monitor.<PIC>Before connecting, set the camera menu Communication setting to PTP: select [Communication], choose [PTP], and press SET.<PIC>For printer setup details, refer to the printer manual; RAW images are not compatible with direct printing."", [""Manual10_188"", ""Manual10_189""]"
295,"""To set up processing parameters for fine tuning, open MENU > Setting the Processing Parameters. The camera can adjust Contrast, Sharpness, Saturation, and Color tone, and can save up to three custom sets. 1. Select [Parameters], press SET, then press SET again on the processing parameter screen.<PIC>2. Select [Set 1], [Set 2], or [Set 3], then press SET.<PIC>3. Select the item to be set, then press SET.<PIC>The parameter adjustment screen is shown in the next image.<PIC>4. Select the desired effect, press SET, then press MENU to return to the menu.<PIC>"", [""Manual10_83"", ""Manual10_84"", ""Manual10_85"", ""Manual10_86"", ""Manual10_87""]"
296,"""The earphones overview identifies the main components you should have and recognize after opening the product: the active noise canceling truly wireless earphones.<PIC>Each earbud has a multifunction button used for touch or press controls.<PIC>The set includes a right earbud and a left earbud.<PIC>The charging case includes status LED indicators and battery-level LED indicators.<PIC>It also has a battery-level display button so you can check the case battery level.<PIC>These labels help distinguish the earbuds, control surfaces, and charging-case indicators before pairing or charging."", [""Manual12_0"", ""Manual12_1"", ""Manual12_2"", ""Manual12_3"", ""Manual12_4""]"
297,"""Charging Case Battery Level 1. To power the charging case, insert the USB-C cable into the charging port located at the back of the charging case.<PIC>2. Insert the standard USB cable into any suitable USB port.<PIC>3. The Battery Level LED Indicators will light up according to the battery capacity.<PIC>4. You can see the case battery level at any time by pressing the button on the right hand side of the case.<PIC>"", [""earphones_04"", ""earphones_05"", ""earphones_06"", ""earphones_07""]"
298,"""Bluetooth pairing and connection scenarios: when the case is opened, the earbuds first connect to each other and then enter pairing mode. When the earbuds are in the case, their LEDs show charge status.<PIC>When removed from the case, the earbuds' LEDs show pairing status.<PIC>On the phone, open Bluetooth settings, make sure Bluetooth is on, and connect to the available device named earphones. If the earbuds were previously paired to a nearby device, they may reconnect automatically.<PIC>For multipoint Bluetooth, connect up to two devices by turning Bluetooth off on the already paired device, entering pairing mode again, and connecting from the second device."", [""Manual12_5"", ""Manual12_6"", ""Manual12_7""]"
299,"""The two main earphone control groups are music control and call control. For music, press either earbud once to play or pause; press the left earbud twice to raise volume, the right earbud twice to lower volume, the left earbud three times for previous track, and the right earbud three times for next track.<PIC>For calls, press either earbud to answer. Press and hold either earbud to end a call, and press and hold either earbud to reject an incoming call.<PIC>"", [""Manual12_8"", ""Manual12_9""]"
300,"""Other earphone functions: to activate the phone voice assistant, press and hold until the first beep, then let go.<PIC>To activate the music app, press and hold until the first beep, then let go; the music app resumes playback where you left off, or you can tap again to start music playback.<PIC>To turn ambient awareness and ANC modes on or off, press the left earbud to cycle through the modes.<PIC>Low Latency Mode reduces Bluetooth audio delay for lip-sync and gaming; to turn it on or off, press and hold until the second beep, then let go.<PIC>"", [""earphones_01"", ""earphones_02"", ""earphones_03"", ""Manual12_10""]"
301,"""Reset the earbuds only after they are disconnected from Bluetooth and removed from the charging case. For a factory reset, press and hold the multifunction control for 6 seconds; this erases all settings.<PIC>For a hardware reset, which restarts unresponsive earbuds, press and hold for 10 seconds, then press again to power on. Flashing red and blue lights indicate reset/status feedback; hardware reset is only needed when the earbuds lock up or do not respond.<PIC>"", [""Manual12_11"", ""Manual12_12""]"
302,"""Earphone maintenance and care: clean the earphones with a soft cloth or paper towel only; do not use harsh chemicals or detergents, and make sure the earphones are dry before charging. When not in use, store them in a cool, dry place. Connect and disconnect charging cables carefully, and never tug or yank a cable while it is connected to the charging case. Do not expose the earphones to high heat or extreme cold. Recycle or dispose of them according to local laws and rules, and contact local recycling facilities or the manufacturer for more information. The listed sweat and dustproof rating is IP55; the battery type is lithium polymer; Bluetooth version is V5."", []"
303,"""The eReader device description is shown from three views. Front view: Home/ESC, Prev/Next Page, Navigation/Menu, Zoom in/out, Rotate, 3.5 mm earphone jack, USB port, Micro SD card reader, Play/Pause, Power, Volume up/down, reset on/off switch, speaker, and 7-inch TFT LCD display.<PIC>Navigation button view: the navigation/menu control is a four-way button for left, right, up, and down movement, and the menu/confirm action is handled through the M/navigation control.<PIC>Bottom view: the bottom-side interface layout is shown in the illustration.<PIC>"", [""Manual13_0"", ""Manual13_1"", ""Manual13_2""]"
304,"""Main Menu shows the eReader's major functions: Browser History, eBook, Music, Video, Photo, Record, Explorer, and Settings. Select the desired function, then enter it.<PIC>Browser History lists recently browsed files. Use the navigation keys to select a book and press M; the reader opens the last page you read in that book.<PIC>If recently read files on the Micro SD card have been deleted, their records may remain in Browser History, but those files cannot be opened."", [""Manual13_3"", ""Manual13_4""]"
